time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6
0.0,-1.7497654730546974,0.34268040332750216,1.153035802563644,-0.25243603652138985,0.9813207869512318,0.5142188413943822
0.004,0.22117966922140045,-1.0700433305682933,-0.18949583082317534,0.25500144427338167,-0.4580269855026243,0.43516348812289213
0.008,-0.5835950503226646,0.8168470716857786,0.672720805709661,-0.10441114339062771,-0.5312803768519098,1.0297326851333461
0.012,-0.43813562270441736,-1.1183182462554362,1.6189816606752598,1.541605174513407,-0.251879139213213,-0.8424357382512976
0.016,0.18451869056394285,0.9370822011089522,0.7310003438348087,1.361556125145331,-0.32623805920230253,0.055676014854776905
0.02,0.22239960855530488,-1.443216995225337,-0.7563523055944357,0.816454011019286,0.7504447615341785,-0.4559469274680022
0.024,1.1896222680291255,-1.690616826383604,-1.3563990488613127,-1.2324345139149262,-0.5444391616724643,-0.6681717368134277
0.028,0.007314563228903049,-0.6129387354781626,1.299748074755309,-1.733095623653281,-0.98331009912963,0.3575077531673654
0.032,-1.6135785028221759,1.4707138666121289,-1.1880175973177194,-0.5497461935354897,-0.9400461615447682,-0.8279323643658708
0.036000000000000004,0.1088634678336795,0.50780959049232,-0.8622273465104797,1.249469742726979,-0.07961124591739943,-0.8897314812650339
0.04,-0.8817983894830175,0.01863894948806016,0.2378446219236218,0.013548548628612411,-1.635529399380822,-1.044209877709317
0.044,0.6130388816875463,0.7362052133238238,1.0269214393997905,-1.4321906110589266,-1.841188300186717,0.36609322616730366
0.048,-0.3317771350528086,-0.6892179780897532,2.0346075615049335,-0.5507144119145928,0.7504533303268411,-1.3069923390808191
0.052000000000000005,0.5805733357942744,-1.1045230926622938,0.6901214702247074,0.6868900661384045,-1.566687529578391,0.9049741214666812
0.056,0.7788223993230673,0.4282328705967407,0.10887198989791452,0.028283634823073247,-0.5788258247909884,-1.1994511991939312
0.06,-1.7059520057381703,0.3691639571070058,1.8765734269621657,-0.37690335016897475,1.8319360818255361,0.003017434031214063
0.064,-0.07602346572462335,0.003957593987599105,-0.18501411089711392,-2.487151535222769,-1.7046512057609624,-1.1362610068273629
0.068,-2.9733154740508856,0.03331727813886288,-0.24888866705810792,-0.45017643501165083,0.13242780114877378,0.022213928039390988
0.07200000000000001,0.31736797594106786,-0.752414177725037,-1.2963918071501508,0.095139443565453,-0.42371509994342044,-1.185983564929173
0.076,-0.365461992676627,-1.271023040846661,1.5861709384232352,0.6933906585165882,-1.9580812342078666,-0.13480131198999493
0.08,-1.5406160245526137,2.0467139684821385,-1.3969993449532836,-1.0971719846398227,-0.23871286931467955,-1.429066898448291
0.084,0.9490047765052598,-0.019397585962465276,0.8945977057600133,0.7596931198502055,-1.4977203810831696,-1.193885976791938
0.088,1.2962625863990573,0.9522756260818906,-1.2172541306410147,-0.15726516737513793,-1.5075851602643862,0.10788413080661359
0.092,0.7470556550991475,0.4296764358626096,-1.415042920852526,-0.6407599230105716,0.7796263036636958,-0.43812091634884287
0.096,2.0747931679465657,-0.34329768218246975,-0.6166293716831945,0.7631836460599923,0.19291719182330652,-0.3484589306523706
