time,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6
0.0,1.668047321311954,0.7373477267548951,-0.2015377573716711,-0.1509119474905124,0.9160518074370021,1.1603296370270422
0.004,-2.6199619982819256,-1.3252945719279428,0.45998861835908145,0.10205164657422643,1.0535527808200817,1.6240426122549152
0.008,-1.5006350175855034,-0.27783169152926335,1.1939950195092435,0.8618153268674301,-0.4170460437934428,-0.24953641691846906
0.012,0.943677354839069,-0.7663106382149386,0.2082287310833186,1.4087229250418996,-1.489104010486907,-1.4758085333317534
0.016,0.990846316763321,-0.8832304261094982,-0.36618387575576145,-1.5347050330234122,-0.35157551113856034,0.6399181149851065
0.02,0.6892391666626596,0.7572523652762919,-1.4305497703198065,-0.428879298933193,-0.6850118577799638,-0.12564086405458477
0.024,1.1445872397183663,0.32720978585615806,-0.13672744047703364,0.17919391252641817,0.9689770722248682,0.005870090433042597
0.028,0.5905054416431732,-0.39247637351934955,0.03591146720729444,-0.33075495295277585,0.8087760735049444,0.05331094434234215
0.032,-1.3189020086833085,-1.0797806954220246,-0.37596827385826004,0.14872676726837805,1.8149188413533812,0.5524989351276495
0.036000000000000004,-0.5392249467038371,0.9270511213225732,1.1988866819229318,0.017967787115812615,1.0158824101375732,-1.1843065089958569
0.04,1.764118990286069,-0.7678632667308948,0.26115988490636177,-1.4858670612982874,0.46391264291398765,0.6840957154525508
0.044,-2.386888846909317,-0.007486139067785584,-0.5469210735779251,0.47489161833073795,-1.5314527686997985,1.9225967148124676
0.048,-0.14569175372765014,-0.3031466200020041,-0.9095753056398196,1.0077046095932587,1.5965361095902273,-1.290272980471279
0.052000000000000005,-0.5083581779791593,0.9322359188292166,0.4952391112585084,-0.7973252000148817,0.24895131799098325,0.9960275661329301
0.056,-0.8984136741539985,0.5353444025635783,1.0820908085990515,0.09256435773113869,-0.6354314049236732,0.5919906099141314
0.06,-0.45840154918988524,2.3983151190188687,-1.00396339770732,0.32521545714378397,1.3994365191286973,-0.4474289107762537
0.064,-1.2272991603206902,-1.1032941547337163,-0.8478677215829621,-0.5455876213963538,0.08721805870134085,0.10386642883690284
0.068,0.6899416784489649,0.4705930078862503,-1.610504370006688,1.1281670396227015,-0.7049464829771174,-1.6321666590761323
0.07200000000000001,0.4012834041771786,-0.1449777130604222,-0.6198245892400536,-0.5045771721563341,0.9186304700336811,-0.020658779459816208
0.076,-0.1728328164130312,0.21753611702752895,-1.3067395959384327,0.08126595675659054,-0.2473252860188459,0.8113075418446565
0.08,0.10968019029480923,1.8945254350633005,0.5902011144402215,0.18338749870347978,-0.6287336720507317,-1.111288151214431
0.084,-0.9520177232151118,1.7777700471251565,0.5537821209537799,-0.36076206244551734,1.2817936215689305,-2.051287630484063
0.088,-0.8848024154833674,-0.20352492282964563,-2.6054099491408453,1.6257804443930344,1.4728843014230604,-0.5051420558245604
0.092,0.04453513529187446,-0.19027235933466535,1.3032393720860485,0.8870067916123611,0.05280317586827,2.4598632588265534
0.096,-0.9441866530479585,-0.38702994798487766,0.5195327358300187,0.3732608334599693,0.6917180679748622,-0.051923283421647023
0.1,1.0940184179186911,0.9605276081459846,0.9608237719224969,0.2643711283256223,1.1082613707131628,-0.5964477523096042
0.10400000000000001,1.6044319716731323,0.4422966110400842,0.6529691282947575,-1.446661219393382,-1.4150314675589128,-1.2661740672477682
0.108,1.4268121444757613,-0.3669182710095946,-0.8822672162625416,0.18120418205212674,-2.5106035018727013,2.699503791860535
0.112,1.6393989240739237,-0.060588152520693425,-0.22612288036833839,0.5729102315506627,0.4308490666176166,0.334185313086203
0.116,-0.09108946110012801,0.6353197415156859,0.236780572039772,-0.38223246493423485,-0.5753193913465223,1.076820753715642
0.12,0.07314190052417799,-0.068158235467071,-0.7873882740723085,-0.4706502856993831,-0.18293648027562132,-0.2403240702771155
0.124,0.3386939164006601,0.16499886390446353,-0.09611147078646957,-0.25797889010936825,-0.18294064031652169,1.0402228632285468
0.128,-0.08831531465836694,1.8455634121740894,1.1082490448804334,-1.0157623455763423,-1.0355291508991649,2.2041109705172808
0.132,-1.0178643632400113,-2.2737631165987024,1.0705309400576937,2.105158835445747,-0.27203551328422904,0.31992611097546947
0.136,-0.426242254613391,0.9966318232938056,1.0893463465256927,-3.330631890520206,0.5151821081233432,-0.9888841786685388
0.14,1.1187804754671318,-1.2483955530344752,0.29947302076927707,-0.1833790416785047,-0.712049813422193,-1.3830624844346278
0.14400000000000002,-1.364935388839762,-0.4798667730668233,-0.6504131468959636,1.8696949202344388,-0.16596704539669407,0.6426029068917761
0.148,-1.022041834605078,-0.9741303498198907,-0.7727895755385431,0.31905292433319304,-0.505197346336289,-0.8562431230348229
0.152,0.3606270971562341,-0.6655666888927706,-0.6257126695898473,-1.3471560858030605,-0.567369957429612,-0.7701568799318135
0.156,-0.9915356670867685,0.3101920009608411,-0.3659709130131,0.2557153123326922,1.2613060264700906,1.0265271240545202
0.16,-1.8116653062622077,0.11337162696006052,-0.778779142514754,-0.1577977466422794,0.9845292828469007,0.3182241626166161
0.164,-0.1626935866465579,-0.18605307847362393,0.005669776263714629,-1.4663419527402872,-0.15261019870044845,1.1330536972230252
0.168,-0.7778466922864534,-0.00558553515194725,1.172370604552808,1.960244706880121,-2.121906118928493,-0.3794921085011357
0.17200000000000001,-0.975287552408155,-0.6984820202180391,1.2940382232982646,0.018039906758056397,-0.08297017885487958,-0.9347934958184109
0.176,1.256729507400531,-0.6414774599962346,-0.26449087005090177,0.3876446018927374,-0.3806839180819366,0.17316900856512552
0.18,-0.19285438806606814,-0.218756021841263,-1.2727507188408127,-0.2599425423365872,2.421090077486733,-0.429024095485125
0.184,-0.5042061190266024,0.156416020050761,0.0620567902848247,-0.9825309394753996,-0.6605249075896288,-0.8007735597356493
0.188,-0.06636741522168589,-1.5244680802783293,0.3393789874928303,-0.42203931227056785,0.07660476915551408,-0.15526479778592966
0.192,0.03527123697633979,-1.3481108862848388,0.8181759727455002,0.2569970927163974,-1.0578178471223454,-0.861481229329485
0.196,-2.352751056308153,-0.29440081083954994,-0.2775004194110911,0.3948586711454227,-3.4207355984886796,-2.9313912036399747
0.2,0.9309286753753248,0.877641253811366,0.1457704834820887,-1.54128035615054,-0.190188965670394,1.8381324240830637
0.20400000000000001,0.16733023090617244,-0.36614116888107356,-0.5943206270195808,-1.6511110008281,0.22812881535447044,2.4247201972984493
0.20800000000000002,-0.7199314912479189,-0.3373310370998339,0.5616056325324638,-1.5190968421136417,0.6268288968829167,0.005857730270296977
